0,0.250000,0.418062,0.193182,0
1,0.215626,0.493077,0.165493,0
2,0.186891,0.563397,0.211604,0
3,0.142348,0.386862,0.217712,0
4,0.238675,0.421998,0.144330,0
5,0.331076,0.563803,0.097701,0
6,0.321524,0.458968,0.125333,0
7,0.240255,0.516626,0.215094,0
8,0.103387,0.638551,0.364662,0
9,0.215215,0.515561,0.272425,0
10,0.230829,0.596410,0.164948,0
11,0.286097,0.530799,0.122581,0
12,0.256518,0.502151,0.161290,0
13,0.289614,0.382366,0.183544,0
14,0.330438,0.738270,0.102190,0
15,0.299833,0.627878,0.071078,0
16,0.295630,0.652514,0.098592,0
20,0.215626,0.506594,0.165605,0
21,0.278533,0.518225,0.116766,0
22,0.240083,0.567303,0.091954,0
23,0.242107,0.477621,0.228374,0
24,0.249710,0.587999,0.290657,0
25,0.343297,0.547870,0.253205,0
26,0.251663,0.619039,0.116477,0
27,0.268700,0.668843,0.134111,0
28,0.346962,0.459046,0.157895,0
29,0.230769,0.582048,0.458515,0
31,0.310562,0.525506,0.255385,0
32,0.206406,0.514149,0.285235,0
33,0.181071,0.481485,0.222973,0
34,0.212973,0.455110,0.273973,0
36,0.250855,0.507673,0.307116,0
37,0.276279,0.557210,0.135977,0
38,0.320193,0.441866,0.233577,0
39,0.285044,0.567147,0.288194,0
40,0.208200,0.545279,0.206687,0
41,0.280055,0.643223,0.428571,0
42,0.308757,0.620590,0.097257,0
43,0.268802,0.491276,0.183280,0
44,0.233635,0.518225,0.089776,0
45,0.279417,0.487917,0.236434,0
46,0.252771,0.456931,0.451754,0
47,0.253229,0.429980,0.502110,0
48,0.259863,0.536656,0.511450,0
51,0.240255,0.439291,0.436893,0
52,0.265356,0.505710,0.230530,0
54,0.251724,0.603723,0.260073,0
55,0.291667,0.399520,0.311741,0
56,0.212502,0.666920,0.213559,0
57,0.269800,0.489476,0.233083,0
58,0.280055,0.496139,0.431034,0
59,0.186891,0.552074,0.438017,0
61,0.249780,0.471405,0.273543,0
63,0.273967,0.563610,0.221854,0
64,0.259064,0.572890,0.224638,0
67,0.289414,0.653575,0.263323,0
70,0.160612,0.342997,0.410256,0
17,0.293610,0.607135,0.155280,0
35,0.259863,0.502373,0.314754,0
53,0.270172,0.388246,0.422535,0
7,0.217103,0.751037,0.481203,0
25,0.200000,0.492923,0.569444,0
43,0.241236,0.683952,0.397213,0
61,0.355098,0.575220,0.046448,0
79,0.164154,0.520200,-0.02122,0
97,0.309362,0.549132,0.025974,0
15,0.230599,0.656362,0.015198,0
39,0.281546,0.477842,0.071875,0
57,0.151096,0.639644,-0.098667,0
75,0.365441,0.608949,0.092896,0
93,0.333105,0.522667,0.151899,0
11,0.209242,0.473027,0.134796,0
29,0.312130,0.606070,-0.057307,0
47,0.284111,0.628548,-0.055138,0
65,0.167655,0.507437,0.061453,0
83,0.143801,0.467536,-0.381089,0
1,0.254813,0.465434,0.095506,0
19,0.364675,0.410920,0.100000,0
37,0.314035,0.668351,0.170732,0
74,0.192308,0.518756,0.409283,0
75,0.210396,0.409718,0.452055,0
76,0.233263,0.478024,0.255738,0
77,0.249264,0.543984,0.171141,0
78,0.286688,0.532708,0.203883,0
79,0.153732,0.440584,0.243446,0
80,0.174852,0.382099,0.280156,0
81,0.252771,0.744290,0.235669,0
86,0.289107,0.475601,0.147860,0
87,0.262421,0.605011,0.195804,0
88,0.233553,0.424004,0.311404,0
91,0.233354,0.556690,0.258278,0
92,0.269231,0.500367,1.717647,0
93,0.405793,0.766170,0.036496,0
95,0.355451,0.402248,0.066964,0
96,0.257513,0.484371,0.687500,0
98,0.276279,0.582048,0.266667,0
99,0.203564,0.653281,0.252252,0
0,0.249878,0.538646,0.219512,0
1,0.296296,0.395913,0.634731,0
6,0.240000,0.558485,0.357977,0
8,0.187019,0.590540,0.338235,0
9,0.260575,0.520893,0.463830,0
11,0.196303,0.447901,0.608696,0
12,0.196303,0.395285,0.267943,0
14,0.194695,0.527046,0.381877,0
15,0.208323,0.571772,0.309524,0
16,0.234518,0.594524,0.306189,0
17,0.185185,0.627087,0.384328,0
18,0.282706,0.521536,0.476190,0
19,0.226835,0.601544,0.247863,0
20,0.222070,0.687748,0.089744,0
21,0.259069,0.483906,0.238235,0
22,0.242079,0.412164,0.427350,0
23,0.161945,0.558049,0.736559,0
24,0.214875,0.431907,0.488038,0
26,0.251663,0.559862,0.230986,0
27,0.258467,0.580343,0.237288,0
28,0.217730,0.613941,0.396154,0
29,0.257930,0.682877,0.290698,0
30,0.227626,0.703126,0.352941,0
31,0.313126,0.808469,0.335196,0
32,0.282843,0.586681,0.393939,0
36,0.227980,0.523130,0.326471,0
37,0.145120,0.480004,0.363636,0
